Date,symbol,Open,High,Low,Close,Volume,Stock,HA_Close,HA_Open,HA_High,HA_Low,EMA_HIGH,EMA_LOW,signal,position
2026-04-09 03:10:00,COINBASE:BTCUSD,71667.94,71678.33,71525.82,71554.43,46.58739952,BTCUSD,71606.63,71627.78396421016,71678.33,71525.82,71546.83494670971,71441.74194011005,,BUY
2026-04-09 03:15:00,COINBASE:BTCUSD,71554.43,71653.94,71531.62,71605.54,25.05380749,BTCUSD,71586.38249999999,71617.20698210508,71653.94,71531.62,71557.03542797545,71450.30175533766,,BUY
2026-04-09 03:20:00,COINBASE:BTCUSD,71605.54,71635.01,71580.73,71591.0,17.56614635,BTCUSD,71603.06999999999,71601.79474105254,71635.01,71580.73,71564.46157769207,71462.72349292455,,BUY
2026-04-09 03:25:00,COINBASE:BTCUSD,71591.0,71601.96,71518.66,71562.97,8.9624867,BTCUSD,71568.6475,71602.43237052627,71602.43237052627,71518.66,71568.0328560071,71468.05077931267,,BUY
2026-04-09 03:30:00,COINBASE:BTCUSD,71562.96,71584.44,71435.54,71446.85,24.94227287,BTCUSD,71507.44750000001,71585.53993526314,71585.53993526314,71435.54,71569.59544114929,71464.95451461623,EXIT_BUY,
2026-04-09 03:35:00,COINBASE:BTCUSD,71446.86,71542.14,71442.01,71508.64,15.50147004,BTCUSD,71484.9125,71546.49371763157,71546.49371763157,71442.01,71566.9806372303,71462.76932274802,,
2026-04-09 03:40:00,COINBASE:BTCUSD,71511.24,71525.91,71401.0,71458.02,25.98594606,BTCUSD,71474.04250000001,71515.7031088158,71525.91,71401.0,71563.06914797027,71456.88653010536,,
2026-04-09 03:45:00,COINBASE:BTCUSD,71458.02,71493.05,71346.27,71373.73,18.71478915,BTCUSD,71417.7675,71494.8728044079,71494.8728044079,71346.27,71556.40065768738,71446.35162247627,SELL,SELL
2026-04-09 03:50:00,COINBASE:BTCUSD,71373.73,71375.91,71267.59,71311.33,12.94391606,BTCUSD,71332.14,71456.32015220396,71456.32015220396,71267.59,71539.21107124096,71429.32670604996,,SELL
2026-04-09 03:55:00,COINBASE:BTCUSD,71311.33,71334.82,71148.69,71175.09,32.34303641,BTCUSD,71242.48250000001,71394.23007610199,71394.23007610199,71148.69,71519.7452549323,71402.59940071187,,SELL
2026-04-09 04:00:00,COINBASE:BTCUSD,71175.09,71301.86,71103.39,71300.64,22.76012314,BTCUSD,71220.24500000001,71318.356288051,71318.356288051,71103.39,71498.99427827209,71374.10326731074,,SELL
2026-04-09 04:05:00,COINBASE:BTCUSD,71300.65,71373.23,71294.0,71326.85,17.67872118,BTCUSD,71323.6825,71269.3006440255,71373.23,71269.3006440255,71487.01672796046,71366.47438470971,,SELL
2026-04-09 04:10:00,COINBASE:BTCUSD,71326.86,71329.3,71243.95,71243.96,5.76475788,BTCUSD,71286.0175,71296.49157201275,71329.3,71243.95,71471.99608720232,71354.80539568973,,SELL
2026-04-09 04:15:00,COINBASE:BTCUSD,71243.96,71281.86,71235.07,71274.4,9.72969044,BTCUSD,71258.82250000001,71291.25453600637,71291.25453600637,71235.07,71453.88788842114,71343.40202467167,,SELL
2026-04-09 04:20:00,COINBASE:BTCUSD,71276.89,71291.99,71162.0,71168.02,6.46097993,BTCUSD,71224.725,71275.03851800319,71291.99,71162.0,71438.46904190484,71326.12564136961,,SELL
2026-04-09 04:25:00,COINBASE:BTCUSD,71168.0,71168.0,71068.09,71068.09,57.32822505,BTCUSD,71118.045,71249.8817590016,71249.8817590016,71068.09,71412.71008553295,71301.55081838203,,SELL
2026-04-09 04:30:00,COINBASE:BTCUSD,71068.1,71084.56,70903.5,70972.01,44.15900186,BTCUSD,71007.0425,71183.9633795008,71183.9633795008,70903.5,71381.45769643458,71263.64121663137,,SELL
2026-04-09 04:35:00,COINBASE:BTCUSD,70972.02,71065.51,70971.25,71013.64,18.66774361,BTCUSD,71005.605,71095.5029397504,71095.5029397504,70971.25,71351.36743963129,71235.79443409505,,SELL
2026-04-09 04:40:00,COINBASE:BTCUSD,71011.54,71186.36,71011.53,71171.98,30.75067702,BTCUSD,71095.3525,71050.5539698752,71186.36,71011.53,71335.65244538069,71214.43591656219,,SELL
2026-04-09 04:45:00,COINBASE:BTCUSD,71171.98,71218.0,71073.3,71088.44,25.74046886,BTCUSD,71137.93,71072.9532349376,71218.0,71072.9532349376,71324.44745058253,71200.99440069911,,SELL
2026-04-09 04:50:00,COINBASE:BTCUSD,71085.95,71120.0,70918.28,71002.52,14.43643567,BTCUSD,71031.6875,71105.4416174688,71120.0,70918.28,71304.97626481277,71174.06921968015,,SELL
2026-04-09 04:55:00,COINBASE:BTCUSD,71005.4,71047.8,70957.0,71040.49,5.35174318,BTCUSD,71012.6725,71068.56455873439,71068.56455873439,70957.0,71280.48328721155,71153.395960663,,SELL
2026-04-09 05:00:00,COINBASE:BTCUSD,71036.24,71048.0,70958.73,71021.79,8.17665325,BTCUSD,71016.18999999999,71040.6185293672,71048.0,70958.73,71258.34202176283,71134.85634536175,,SELL
2026-04-09 05:05:00,COINBASE:BTCUSD,71021.79,71131.97,71002.54,71078.01,23.04950283,BTCUSD,71058.5775,71028.4042646836,71131.97,71002.54,71246.30659111874,71122.25478866063,,SELL
2026-04-09 05:10:00,COINBASE:BTCUSD,71079.89,71149.52,71064.0,71087.76,12.20716595,BTCUSD,71095.2925,71043.49088234181,71149.52,71043.49088234181,71237.08882053601,71116.7067135501,,SELL
2026-04-09 05:15:00,COINBASE:BTCUSD,71085.98,71152.49,71076.82,71152.49,8.44498935,BTCUSD,71116.945,71069.3916911709,71152.49,71069.3916911709,71229.03179000877,71112.90797892628,EXIT_SELL,
2026-04-09 05:20:00,COINBASE:BTCUSD,71152.49,71179.07,71092.12,71108.98,9.44935094,BTCUSD,71133.165,71093.16834558545,71179.07,71092.12,71224.27352429365,71110.9281714095,,
2026-04-09 05:25:00,COINBASE:BTCUSD,71108.98,71147.99,71080.05,71085.99,6.92009357,BTCUSD,71105.7525,71113.16667279272,71147.99,71080.05,71217.00842674187,71107.98739318002,SELL,SELL
2026-04-09 05:30:00,COINBASE:BTCUSD,71083.99,71084.0,70992.42,71046.68,19.16970688,BTCUSD,71051.77249999999,71109.45958639636,71109.45958639636,70992.42,71204.34095752836,71096.98097478192,,SELL
2026-04-09 05:35:00,COINBASE:BTCUSD,71047.5,71146.92,71029.52,71038.44,18.95220179,BTCUSD,71065.595,71080.61604319818,71146.92,71029.52,71198.87229490661,71090.5561200408,,SELL
2026-04-09 05:40:00,COINBASE:BTCUSD,71038.44,71053.59,70995.98,71013.13,8.04483522,BTCUSD,71025.285,71073.1055215991,71073.1055215991,70995.98,71185.0358858679,71081.5488705131,,SELL
2026-04-09 05:45:00,COINBASE:BTCUSD,71013.13,71021.99,70914.92,70949.69,14.18577662,BTCUSD,70974.9325,71049.19526079955,71049.19526079955,70914.92,71169.50770626143,71065.67945427376,,SELL
2026-04-09 05:50:00,COINBASE:BTCUSD,70949.69,70990.0,70888.01,70955.18,18.96812701,BTCUSD,70945.72,71012.06388039977,71012.06388039977,70888.01,71152.41173423654,71048.75855386673,,SELL
